"id_isolato";"id_combustibile";"id_profilo";"mese";"anno";"versione";"consumo"
966;305;1;9;2007;c;0
966;305;1;10;2007;c;16760.1136821399
966;305;1;11;2007;c;50626.9481264649
966;305;1;12;2007;c;68997.5206178939
966;305;4;1;2007;c;3875.44394528529
966;305;4;3;2007;c;7220.39119307298
966;305;4;4;2007;c;3207.91463446886
966;305;4;5;2007;c;2980.57509110517
966;305;4;6;2007;c;2722.68383030716
966;305;4;7;2007;c;2496.57974345914
966;305;4;8;2007;c;2465.24197945609
966;305;4;9;2007;c;2719.31416562603
966;305;4;10;2007;c;3071.10639627715
966;305;4;11;2007;c;3383.13685666723
966;305;4;12;2007;c;3770.9843629183
974;305;1;1;2007;c;228586.024509847
974;305;1;2;2007;c;214566.241408097
974;305;1;3;2007;c;203422.753768384
974;305;1;5;2007;c;86831.3880202501
974;305;1;6;2007;c;0
974;305;1;7;2007;c;0
974;305;1;9;2007;c;0
974;305;1;10;2007;c;25612.1073685145
974;305;1;11;2007;c;77365.9926028425
974;305;1;12;2007;c;105439.136019104
974;305;4;1;2007;c;9053.45584002125
974;305;4;3;2007;c;16867.6140687547
974;305;4;4;2007;c;7494.03523615763
974;305;4;5;2007;c;6962.94549635178
974;305;4;6;2007;c;6360.48364317425
974;305;4;7;2007;c;5832.2800632935
974;305;4;8;2007;c;5759.07166019641
974;305;4;9;2007;c;6352.61174235025
974;305;4;10;2007;c;7174.43640812491
974;305;4;11;2007;c;7903.37328187838
974;305;4;12;2007;c;8809.42696761887
976;305;1;1;2007;c;122790.77829145
976;305;1;2;2007;c;115259.696361867
976;305;1;3;2007;c;109273.689460984
976;305;1;5;2007;c;46643.681467386
976;305;1;6;2007;c;0
976;305;1;7;2007;c;0
976;305;1;9;2007;c;0
976;305;1;10;2007;c;13758.1928038151
976;305;1;11;2007;c;41559.1043475379
976;305;1;12;2007;c;56639.3050578037
976;305;4;1;2007;c;8365.91176691039
976;305;4;3;2007;c;15586.6415555596
976;305;4;4;2007;c;6924.91780726077
976;305;4;5;2007;c;6434.16046751805
976;305;4;6;2007;c;5877.45120691368
976;305;4;7;2007;c;5389.3608442574
976;305;4;8;2007;c;5321.71208650908
976;305;4;9;2007;c;5870.17711965957
976;305;4;10;2007;c;6629.59018393374
976;305;4;11;2007;c;7303.16960788273
976;305;4;12;2007;c;8140.4151111392
979;305;1;1;2007;c;67822.7743503423
979;305;1;2;2007;c;63663.0249177615
979;305;1;3;2007;c;60356.6887177042
979;305;1;5;2007;c;25763.3669812161
979;305;1;6;2007;c;0
979;305;1;7;2007;c;0
979;305;1;9;2007;c;0
979;305;1;10;2007;c;7599.25801420404
979;305;1;11;2007;c;22954.9302935044
979;305;1;12;2007;c;31284.3917087795
979;305;4;1;2007;c;3869.66721308397
979;305;4;3;2007;c;7209.62848642569
979;305;4;4;2007;c;3203.13292067564
979;305;4;5;2007;c;2976.13224936876
979;305;4;6;2007;c;2718.62540098175
979;305;4;7;2007;c;2492.8583446205
979;305;4;8;2007;c;2461.56729265173
979;305;4;9;2007;c;2715.26075911884
979;305;4;10;2007;c;3066.52860868339
979;305;4;11;2007;c;3378.09395683504
979;305;4;12;2007;c;3765.36333804799
982;305;1;1;2007;c;200513.28074108
982;305;1;2;2007;c;188215.272973378
982;305;1;3;2007;c;178440.321637977
982;305;1;5;2007;c;76167.5895128577
982;305;1;6;2007;c;0
982;305;1;7;2007;c;0
982;305;1;9;2007;c;0
982;305;1;10;2007;c;22466.6739192203
982;305;1;11;2007;c;67864.6432031447
982;305;1;12;2007;c;92490.1123199889
982;305;4;1;2007;c;12280.6181863752
982;305;4;3;2007;c;22880.183186824
982;305;4;4;2007;c;10165.3321159048
982;305;4;5;2007;c;9444.93203526095
982;305;4;6;2007;c;8627.71879410023
982;305;4;7;2007;c;7911.23366358051
982;305;4;8;2007;c;7811.92965609915
982;305;4;9;2007;c;8617.04090378642
982;305;4;10;2007;c;9731.81023771409
982;305;4;11;2007;c;10720.5813309539
982;305;4;12;2007;c;11949.6036587318
984;305;1;1;2007;c;345601.291806449
984;305;1;2;2007;c;324404.654080234
984;305;1;3;2007;c;307556.713652676
984;305;1;5;2007;c;131281.166175812
984;305;1;6;2007;c;0
984;305;1;7;2007;c;0
984;305;1;9;2007;c;0
984;305;1;10;2007;c;38723.1783370149
984;305;1;11;2007;c;116970.348658733
984;305;1;12;2007;c;159414.389804869
984;305;4;1;2007;c;22771.3615858048
984;305;4;3;2007;c;42425.6268364944
984;305;4;4;2007;c;18849.088029451
984;305;4;5;2007;c;17513.2846949752
984;305;4;6;2007;c;15997.9653580525
984;305;4;7;2007;c;14669.4213279142
984;305;4;8;2007;c;14485.2866673491
984;305;4;9;2007;c;15978.1658579281
984;305;4;10;2007;c;18045.2291932085
984;305;4;11;2007;c;19878.6600309765
984;305;4;12;2007;c;22157.5772156104
990;305;1;1;2007;c;85385.1839204489
990;305;1;2;2007;c;80148.2856400985
990;305;1;3;2007;c;75985.7882010165
990;305;1;5;2007;c;32434.67771958
990;305;1;6;2007;c;0
990;305;1;7;2007;c;0
990;305;1;9;2007;c;0
990;305;1;10;2007;c;9567.05250436989
990;305;1;11;2007;c;28899.0086850092
990;305;1;12;2007;c;39385.347554424
990;305;4;1;2007;c;13100.5510331138
990;305;4;3;2007;c;24407.8109861385
990;305;4;4;2007;c;10844.0348956301
990;305;4;5;2007;c;10075.5362844441
990;305;4;6;2007;c;9203.76064511676
990;305;4;7;2007;c;8439.43837123852
990;305;4;8;2007;c;8333.5041912112
990;305;4;9;2007;c;9192.36983035003
990;305;4;10;2007;c;10381.5683159338
990;305;4;11;2007;c;11436.3561100391
990;305;4;12;2007;c;12747.4358522424
1003;305;1;1;2007;c;143261.977185167
1003;305;1;2;2007;c;134475.342695282
1003;305;1;3;2007;c;127491.372107286
1003;305;1;5;2007;c;54419.9338353582
1003;305;1;6;2007;c;0
1003;305;1;7;2007;c;0
1003;305;1;9;2007;c;0
1003;305;1;10;2007;c;16051.9049638317
1003;305;1;11;2007;c;48487.6758801969
1003;305;1;12;2007;c;66081.988744425
1003;305;4;1;2007;c;4108.89836975746
1003;305;4;3;2007;c;7655.34323837181
1003;305;4;4;2007;c;3401.15749265982
1003;305;4;5;2007;c;3160.12315122783
1003;305;4;6;2007;c;2886.69667518325
1003;305;4;7;2007;c;2646.97221342821
1003;305;4;8;2007;c;2613.74668127192
1003;305;4;9;2007;c;2883.1240239179
1003;305;4;10;2007;c;3256.10800805583
1003;305;4;11;2007;c;3586.93499668283
1003;305;4;12;2007;c;3998.14620464992
1022;305;1;1;2007;c;376902.13149586
1022;305;1;2;2007;c;353785.730808242
1022;305;1;3;2007;c;335411.885544903
1022;305;1;5;2007;c;143171.199095623
1022;305;1;6;2007;c;0
1022;305;1;7;2007;c;0
1022;305;1;9;2007;c;0
1022;305;1;10;2007;c;42230.3064239961
1022;305;1;11;2007;c;127564.261987714
1022;305;1;12;2007;c;173852.426865975
1022;305;4;1;2007;c;14625.988215341
1022;305;4;3;2007;c;27249.8733025188
1022;305;4;4;2007;c;12106.7217851625
1022;305;4;5;2007;c;11248.7386665669
1022;305;4;6;2007;c;10275.4528715653
1022;305;4;7;2007;c;9422.13238586901
1022;305;4;8;2007;c;9303.863156982
1022;305;4;9;2007;c;10262.7357024844
1022;305;4;10;2007;c;11590.405278511
1022;305;4;11;2007;c;12768.0132895996
1022;305;4;12;2007;c;14231.7560596837
1024;305;1;1;2007;c;226128.354319631
1024;305;1;2;2007;c;212259.306605472
1024;305;1;3;2007;c;201235.629516058
1024;305;1;5;2007;c;85897.809887597
1024;305;1;6;2007;c;0
1024;305;1;7;2007;c;0
1024;305;1;9;2007;c;0
1024;305;1;10;2007;c;25336.7357095375
1024;305;1;11;2007;c;76534.1828097274
1024;305;1;12;2007;c;104305.494441357
1024;305;4;1;2007;c;15501.6658165111
1024;305;4;3;2007;c;28881.3598957261
1024;305;4;4;2007;c;12831.5675142015
1024;305;4;5;2007;c;11922.2157914422
1024;305;4;6;2007;c;10890.6580658421
1024;305;4;7;2007;c;9986.24813408974
1024;305;4;8;2007;c;9860.89796727776
1024;305;4;9;2007;c;10877.1795027308
1024;305;4;10;2007;c;12284.3384433299
1024;305;4;11;2007;c;13532.4514311138
1024;305;4;12;2007;c;15083.8304510544
1028;305;1;1;2007;c;526973.32897595
1028;305;1;2;2007;c;494652.666378609
1028;305;1;3;2007;c;468962.903452403
1028;305;1;5;2007;c;200177.704226456
1028;305;1;6;2007;c;0
1028;305;1;7;2007;c;0
1028;305;1;9;2007;c;0
1028;305;1;10;2007;c;59045.1560239374
1028;305;1;11;2007;c;178356.549832259
1028;305;1;12;2007;c;243075.282627095
1028;305;4;1;2007;c;37388.147144029
1028;305;4;3;2007;c;69658.3545460599
1028;305;4;4;2007;c;30948.192277408
1028;305;4;5;2007;c;28754.9456664543
1028;305;4;6;2007;c;26266.9529249762
1028;305;4;7;2007;c;24085.6253175354
1028;305;4;8;2007;c;23783.2958429635
1028;305;4;9;2007;c;26234.4442574009
1028;305;4;10;2007;c;29628.3418003421
1028;305;4;11;2007;c;32638.6396994192
1028;305;4;12;2007;c;36380.3786686542
1036;305;1;1;2007;c;273504.659335717
1036;305;1;2;2007;c;256729.898020247
1036;305;1;3;2007;c;243396.642860633
1036;305;1;5;2007;c;103894.318347108
1036;305;1;6;2007;c;0
1036;305;1;7;2007;c;0
1036;305;1;9;2007;c;0
1036;305;1;10;2007;c;30645.0524073644
1036;305;1;11;2007;c;92568.9114038486
1036;305;1;12;2007;c;126158.609387404
1036;305;4;1;2007;c;16049.9898362421
1036;305;4;3;2007;c;29902.9496745778
1036;305;4;4;2007;c;13285.4449724126
1036;305;4;5;2007;c;12343.9277135185
1036;305;4;6;2007;c;11275.8817881738
1036;305;4;7;2007;c;10339.4811210299
1036;305;4;8;2007;c;10209.6970754237
1036;305;4;9;2007;c;11261.9264621138
1036;305;4;10;2007;c;12718.859346742
1036;305;4;11;2007;c;14011.1205143822
1036;305;4;12;2007;c;15617.3748225924
1045;305;1;1;2007;c;386001.112297219
1045;305;1;2;2007;c;362326.647145443
1045;305;1;3;2007;c;343509.229794478
1045;305;1;5;2007;c;146627.565836528
1045;305;1;6;2007;c;0
1045;305;1;7;2007;c;0
1045;305;1;9;2007;c;0
1045;305;1;10;2007;c;43249.8091417504
1045;305;1;11;2007;c;130643.853939501
1045;305;1;12;2007;c;178049.48430379
1045;305;4;1;2007;c;18031.9676222774
1045;305;4;3;2007;c;33595.5988660505
1045;305;4;4;2007;c;14926.0352208536
1045;305;4;5;2007;c;13868.2520757292
1045;305;4;6;2007;c;12668.3155186709
1045;305;4;7;2007;c;11616.2808019082
1045;305;4;8;2007;c;11470.4700112386
1045;305;4;9;2007;c;12652.6368802269
1045;305;4;10;2007;c;14289.4831880124
1045;305;4;11;2007;c;15741.3228322842
1045;305;4;12;2007;c;17545.9299363576
1049;305;1;1;2007;c;466257.476173266
1049;305;1;2;2007;c;437660.676786534
1049;305;1;3;2007;c;414930.790155005
1049;305;1;5;2007;c;177113.994251207
1049;305;1;6;2007;c;0
1049;305;1;7;2007;c;0
1049;305;1;9;2007;c;0
1049;305;1;10;2007;c;52242.1988252734
1049;305;1;11;2007;c;157806.989862965
1049;305;1;12;2007;c;215069.077628756
1049;305;4;1;2007;c;29836.2962760094
1049;305;4;3;2007;c;55588.4006856292
1049;305;4;4;2007;c;24697.116720937
1049;305;4;5;2007;c;22946.8733767381
1049;305;4;6;2007;c;20961.41824623
1049;305;4;7;2007;c;19220.6864437171
1049;305;4;8;2007;c;18979.4230363183
1049;305;4;9;2007;c;20935.4758470632
1049;305;4;10;2007;c;23643.8564531289
1049;305;4;11;2007;c;26046.1188506186
1049;305;4;12;2007;c;29032.0820769726
1053;305;1;1;2007;c;203130.705622272
1053;305;1;2;2007;c;190672.164290901
1053;305;1;3;2007;c;180769.614420663
1053;305;1;5;2007;c;77161.8525521661
1053;305;1;6;2007;c;0
1053;305;1;7;2007;c;0
1053;305;1;9;2007;c;0
1053;305;1;10;2007;c;22759.9454227159
1053;305;1;11;2007;c;68750.5227070688
1053;305;1;12;2007;c;93697.4434272144
1053;305;4;1;2007;c;0
1053;305;4;3;2007;c;0
1053;305;4;4;2007;c;0
1053;305;4;5;2007;c;0
1053;305;4;6;2007;c;0
1053;305;4;7;2007;c;0
1053;305;4;8;2007;c;0
1053;305;4;9;2007;c;0
1053;305;4;10;2007;c;0
1053;305;4;11;2007;c;0
1053;305;4;12;2007;c;0
1072;305;1;1;2007;c;55352.8371042277
1072;305;1;2;2007;c;51957.9017754742
1072;305;1;3;2007;c;49259.470594405
1072;305;1;5;2007;c;21026.4983912516
1072;305;1;6;2007;c;0
1072;305;1;7;2007;c;0
1072;305;1;9;2007;c;0
1072;305;1;10;2007;c;6202.05373493557
1072;305;1;11;2007;c;18734.4226101957
1072;305;1;12;2007;c;25532.4240971895
1072;305;4;1;2007;c;36291.9015389523
1072;305;4;3;2007;c;67615.9247692157
1072;305;4;4;2007;c;30040.7704777001
1072;305;4;5;2007;c;27911.8313315921
1072;305;4;6;2007;c;25496.788209623
1072;305;4;7;2007;c;23379.4185938334
1072;305;4;8;2007;c;23085.9536226697
1072;305;4;9;2007;c;25465.232718032
1072;305;4;10;2007;c;28759.6189037724
1072;305;4;11;2007;c;31681.652845047
1072;305;4;12;2007;c;35313.681512657
1091;305;1;1;2007;c;38273.0890316556
1091;305;1;2;2007;c;35925.6996494379
1091;305;1;3;2007;c;34059.9001305372
1091;305;1;5;2007;c;14538.532928981
1091;305;1;6;2007;c;0
1091;305;1;7;2007;c;0
1091;305;1;9;2007;c;0
1091;305;1;10;2007;c;4288.33944553443
1091;305;1;11;2007;c;12953.7032251219
1091;305;1;12;2007;c;17654.1039590378
1091;305;4;1;2007;c;6250.77797036771
1091;305;4;3;2007;c;11645.9076287259
1091;305;4;4;2007;c;5174.10712451473
1091;305;4;5;2007;c;4807.42680878472
1091;305;4;6;2007;c;4391.46904123459
1091;305;4;7;2007;c;4026.78141704662
1091;305;4;8;2007;c;3976.23613561915
1091;305;4;9;2007;c;4386.03404435327
1091;305;4;10;2007;c;4953.44648962312
1091;305;4;11;2007;c;5456.72641198216
1091;305;4;12;2007;c;6082.29310373772
1095;305;1;1;2007;c;462211.987160054
1095;305;1;2;2007;c;433863.308272497
1095;305;1;3;2007;c;411330.637795858
1095;305;1;5;2007;c;175577.262392857
1095;305;1;6;2007;c;0
1095;305;1;7;2007;c;0
1095;305;1;9;2007;c;0
1095;305;1;10;2007;c;51788.9187125163
1095;305;1;11;2007;c;156437.775477518
1095;305;1;12;2007;c;213203.027999333
1095;305;4;1;2007;c;95832.5716950604
1095;305;4;3;2007;c;178546.939768887
1095;305;4;4;2007;c;79325.8046148154
1095;305;4;5;2007;c;73704.1175523494
1095;305;4;6;2007;c;67326.9429398714
1095;305;4;7;2007;c;61735.8064354279
1095;305;4;8;2007;c;60960.8814054223
1095;305;4;9;2007;c;67243.6173553186
1095;305;4;10;2007;c;75942.7895383282
1095;305;4;11;2007;c;83658.7265738138
1095;305;4;12;2007;c;93249.4791364391
1097;305;1;1;2007;c;362868.391867987
1097;305;1;2;2007;c;340612.717404166
1097;305;1;3;2007;c;322923.011971412
1097;305;1;5;2007;c;137840.299738955
1097;305;1;6;2007;c;0
1097;305;1;7;2007;c;0
1097;305;1;9;2007;c;0
1097;305;1;10;2007;c;40657.8846326745
1097;305;1;11;2007;c;122814.478187203
1097;305;1;12;2007;c;167379.129188862
1097;305;4;1;2007;c;23520.4812884174
1097;305;4;3;2007;c;43821.3217245295
1097;305;4;4;2007;c;19469.1749384368
1097;305;4;5;2007;c;18089.427082115
1097;305;4;6;2007;c;16524.2576048412
1097;305;4;7;2007;c;15152.0078654498
1097;305;4;8;2007;c;14961.8156443105
1097;305;4;9;2007;c;16503.8067516745
1097;305;4;10;2007;c;18638.8711972605
1097;305;4;11;2007;c;20532.6172322018
1097;305;4;12;2007;c;22886.5049783103
1098;305;1;1;2007;c;137773.040192775
1098;305;1;2;2007;c;129323.056669447
1098;305;1;3;2007;c;122606.669813487
1098;305;1;5;2007;c;52334.8894026242
1098;305;1;6;2007;c;0
1098;305;1;7;2007;c;0
1098;305;1;9;2007;c;0
1098;305;1;10;2007;c;15436.8925461233
1098;305;1;11;2007;c;46629.9198793153
1098;305;1;12;2007;c;63550.1245353944
1098;305;4;1;2007;c;101074.797705039
1098;305;4;3;2007;c;188313.800817308
1098;305;4;4;2007;c;83665.0787139963
1098;305;4;5;2007;c;77735.8745556457
1098;305;4;6;2007;c;71009.8562250831
1098;305;4;7;2007;c;65112.8737990442
1098;305;4;8;2007;c;64295.5588792942
1098;305;4;9;2007;c;70921.9725707748
1098;305;4;10;2007;c;80097.0062054437
1098;305;4;11;2007;c;88235.019838722
1098;305;4;12;2007;c;98350.4050147666
1101;305;1;1;2007;c;197626.977243046
1101;305;1;2;2007;c;185505.994072954
1101;305;1;3;2007;c;175871.749009617
1101;305;1;5;2007;c;75071.1894178849
1101;305;1;6;2007;c;0
1101;305;1;7;2007;c;0
1101;305;1;9;2007;c;0
1101;305;1;10;2007;c;22143.2756920176
1101;305;1;11;2007;c;66887.7604932008
1101;305;1;12;2007;c;91158.7564430308
1101;305;4;1;2007;c;23661.0086648141
1101;305;4;3;2007;c;44083.1401497849
1101;305;4;4;2007;c;19585.4970511163
1101;305;4;5;2007;c;18197.5056412735
1101;305;4;6;2007;c;16622.9847754138
1101;305;4;7;2007;c;15242.5362813595
1101;305;4;8;2007;c;15051.20772234
1101;305;4;9;2007;c;16602.41173492
1101;305;4;10;2007;c;18750.2325098216
1101;305;4;11;2007;c;20655.2930735171
1101;305;4;12;2007;c;23023.244548392
1102;305;1;1;2007;c;59723.0432815397
1102;305;1;2;2007;c;56060.0716944576
1102;305;1;3;2007;c;53148.5945118916
1102;305;1;5;2007;c;22686.5783070048
1102;305;1;6;2007;c;0
1102;305;1;7;2007;c;0
1102;305;1;9;2007;c;0
1102;305;1;10;2007;c;6691.71704692444
1102;305;1;11;2007;c;20213.5390151107
1102;305;1;12;2007;c;27548.254962393
1102;305;4;1;2007;c;13697.6918918381
1102;305;4;3;2007;c;25520.352067426
1102;305;4;4;2007;c;11338.3206927118
1102;305;4;5;2007;c;10534.7928740175
1102;305;4;6;2007;c;9623.28052036672
1102;305;4;7;2007;c;8824.11940209086
1102;305;4;8;2007;c;8713.35659866672
1102;305;4;9;2007;c;9611.37049683585
1102;305;4;10;2007;c;10854.7742599747
1102;305;4;11;2007;c;11957.6407102794
1102;305;4;12;2007;c;13328.4812427836
1103;305;1;1;2007;c;96952.0818556887
1103;305;1;2;2007;c;91005.7552515382
1103;305;1;3;2007;c;86279.3756396613
1103;305;1;5;2007;c;36828.5150285716
1103;305;1;6;2007;c;0
1103;305;1;7;2007;c;0
1103;305;1;9;2007;c;0
1103;305;1;10;2007;c;10863.0750082533
1103;305;1;11;2007;c;32813.8785551794
1103;305;1;12;2007;c;44720.7731445405
1103;305;4;1;2007;c;17782.2045649781
1103;305;4;3;2007;c;33130.2619898784
1103;305;4;4;2007;c;14719.2928248928
1103;305;4;5;2007;c;13676.161167494
1103;305;4;6;2007;c;12492.845082995
1103;305;4;7;2007;c;11455.3822317517
1103;305;4;8;2007;c;11311.5910847299
1103;305;4;9;2007;c;12477.3836113491
1103;305;4;10;2007;c;14091.5577545253
1103;305;4;11;2007;c;15523.2877848127
1103;305;4;12;2007;c;17302.8990483335
1104;305;4;1;2007;c;10997.4541089183
1104;305;4;3;2007;c;20489.5031163745
1104;305;4;4;2007;c;9103.18778338092
1104;305;4;5;2007;c;8458.06009463544
1104;305;4;6;2007;c;7726.23495517818
1104;305;4;7;2007;c;7084.61315544217
1104;305;4;8;2007;c;6995.68511871519
1104;305;4;9;2007;c;7716.67276482881
1104;305;4;10;2007;c;8714.96327478867
1104;305;4;11;2007;c;9600.42071325819
1104;305;4;12;2007;c;10701.0262726402
1110;305;1;1;2007;c;332656.827759648
1110;305;1;2;2007;c;312254.108116104
1110;305;1;3;2007;c;296037.205720804
1110;305;1;5;2007;c;126364.042380636
1110;305;1;6;2007;c;0
1110;305;1;7;2007;c;0
1110;305;1;9;2007;c;0
1110;305;1;10;2007;c;37272.8053157182
1110;305;1;11;2007;c;112589.235194601
1110;305;1;12;2007;c;153443.538751085
1110;305;4;1;2007;c;12827.5470208783
1110;305;4;3;2007;c;23899.173577509
1110;305;4;4;2007;c;10618.0547038163
1110;305;4;5;2007;c;9865.57093076358
1110;305;4;6;2007;c;9011.96233240297
1110;305;4;7;2007;c;8263.5678654454
1110;305;4;8;2007;c;8159.84126097022
1110;305;4;9;2007;c;9000.80889224179
1110;305;4;10;2007;c;10165.2255226892
1110;305;4;11;2007;c;11198.032462774
1110;305;4;12;2007;c;12481.7904511764
1113;305;1;1;2007;c;149066.165670115
1113;305;1;2;2007;c;139923.545009093
1113;305;1;3;2007;c;132656.622290584
1113;305;1;5;2007;c;56624.730666485
1113;305;1;6;2007;c;0
1113;305;1;7;2007;c;0
1113;305;1;9;2007;c;0
1113;305;1;10;2007;c;16702.239991891
1113;305;1;11;2007;c;50452.1302004244
1113;305;1;12;2007;c;68759.2679895461
1113;305;4;1;2007;c;12284.1607184942
1113;305;4;3;2007;c;22886.7833255627
1113;305;4;4;2007;c;10168.2644614084
1113;305;4;5;2007;c;9447.6565703445
1113;305;4;6;2007;c;8630.20759152701
1113;305;4;7;2007;c;7913.51577991444
1113;305;4;8;2007;c;7814.18312667351
1113;305;4;9;2007;c;8619.52662101245
